Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
1599,,,,,,,,,,,,,,,4.12,DJ Snake,You Know You Like It,False,2014.0,78.0,29.0,72.0,5.0,78.0,0.0,33.0,1.0,34.0,23.0,196.093,Hip Hop
1600,,,,,,,,,,,,,,,3.47,Adam Lambert,Ghost Town,True,2015.0,52.0,67.0,73.0,4.0,76.0,0.0,4.0,20.0,18.0,25.0,119.955,Pop
1601,,,,,,,,,,,,,,,3.33,Rae Sremmurd,No Type,True,2015.0,80.0,91.0,46.0,6.0,66.0,1.0,27.0,2.0,9.0,22.0,125.01,Hip Hop
1602,,,,,,,,,,,,,,,3.34,Taylor Swift,Bad Blood,False,2015.0,79.0,60.0,65.0,11.0,68.0,0.0,16.0,3.0,14.0,20.0,170.16,Pop
1603,,,,,,,,,,,,,,,3.17,Flo Rida,GDFR (feat. Sage the Gemini & Lookas),False,2015.0,55.0,61.0,83.0,5.0,85.0,1.0,10.0,0.0,5.0,70.0,145.889,Hip Hop
1604,,,,,,,,,,,,,,,3.65,Robin Schulz,Sugar (feat. Francesco Yates),False,2015.0,85.0,58.0,82.0,5.0,80.0,0.0,7.0,2.0,17.0,64.0,123.063,Pop
1605,,,,,,,,,,,,,,,3.54,Calvin Harris,How Deep Is Your Love,False,2015.0,85.0,71.0,87.0,11.0,83.0,0.0,10.0,4.0,44.0,32.0,122.003,Hip Hop
1606,,,,,,,,,,,,,,,2.96,Philip George,Wish You Were Mine - Radio Edit,False,2014.0,73.0,60.0,84.0,7.0,84.0,0.0,1.0,1.0,10.0,40.0,123.002,Pop
1607,,,,,,,,,,,,,,,3.87,Trey Songz,Na Na,False,2015.0,70.0,63.0,45.0,9.0,74.0,0.0,3.0,35.0,10.0,21.0,96.975,Hip Hop
1608,,,,,,,,,,,,,,,3.81,Fall Out Boy,Centuries,False,2015.0,90.0,27.0,86.0,4.0,91.0,0.0,10.0,0.0,10.0,56.0,176.042,Rock
1609,,,,,,,,,,,,,,,2.95,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),True,2016.0,85.0,90.0,40.0,6.0,54.0,1.0,24.0,3.0,8.0,21.0,108.034,Hip Hop
1610,,,,,,,,,,,,,,,2.31,Lost Frequencies,Are You With Me - Radio Edit,False,2014.0,37.0,76.0,56.0,5.0,55.0,0.0,2.0,49.0,13.0,40.0,121.03,Pop
1611,,,,,,,,,,,,,,,3.37,Twenty One Pilots,Stressed Out,False,2015.0,93.0,71.0,63.0,4.0,77.0,0.0,23.0,5.0,5.0,66.0,169.977,Rock
1612,,,,,,,,,,,,,,,3.74,Fifth Harmony,Worth It (feat. Kid Ink),False,2015.0,82.0,90.0,76.0,8.0,86.0,1.0,13.0,7.0,12.0,60.0,99.987,Pop
1613,,,,,,,,,,,,,,,3.66,KALEO,Way down We Go,False,2015.0,71.0,52.0,56.0,10.0,76.0,0.0,6.0,65.0,7.0,24.0,81.663,Rock
1614,,,,,,,,,,,,,,,2.78,Sam Smith,Like I Can,False,2014.0,89.0,61.0,62.0,7.0,72.0,0.0,3.0,36.0,12.0,48.0,99.933,Pop
1615,,,,,,,,,,,,,,,2.77,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,False,2015.0,55.0,72.0,88.0,9.0,86.0,0.0,9.0,4.0,25.0,77.0,107.985,Hip Hop
1616,,,,,,,,,,,,,,,2.66,Martin Solveig,Intoxicated - New Radio Mix,False,2015.0,54.0,79.0,67.0,0.0,85.0,1.0,3.0,1.0,7.0,55.0,125.004,Pop
1617,,,,,,,,,,,,,,,3.84,Avicii,Waiting For Love,False,2015.0,89.0,51.0,73.0,6.0,86.0,0.0,6.0,33.0,21.0,62.0,127.999,Pop
1618,,,,,,,,,,,,,,,3.1,Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),False,2018.0,81.0,76.0,55.0,2.0,70.0,0.0,2.0,71.0,6.0,48.0,117.971,Hip Hop
1619,,,,,,,,,,,,,,,3.67,Taylor Swift,Wildest Dreams,False,2014.0,88.0,48.0,65.0,8.0,68.0,1.0,10.0,7.0,10.0,46.0,140.06,Pop
1620,,,,,,,,,,,,,,,3.93,The Weeknd,In The Night,True,2015.0,0.0,38.0,67.0,7.0,80.0,1.0,21.0,7.0,3.0,50.0,167.939,Pop
1621,,,,,,,,,,,,,,,3.82,Pitbull,Time of Our Lives,True,2014.0,90.0,69.0,80.0,1.0,76.0,1.0,7.0,10.0,81.0,74.0,124.022,Hip Hop
1622,,,,,,,,,,,,,,,3.78,Galantis,Runaway (U & I),False,2015.0,83.0,42.0,81.0,1.0,85.0,1.0,5.0,1.0,8.0,37.0,126.008,Pop
1623,,,,,,,,,,,,,,,3.66,Rihanna,Bitch Better Have My Money,True,2015.0,82.0,77.0,72.0,1.0,80.0,1.0,8.0,5.0,28.0,38.0,102.99,Hip Hop
1624,,,,,,,,,,,,,,,3.37,Zara Larsson,Lush Life,False,2015.0,0.0,61.0,74.0,7.0,91.0,0.0,6.0,15.0,20.0,81.0,98.024,Pop
1625,,,,,,,,,,,,,,,3.2,One Direction,Drag Me Down,False,2015.0,89.0,70.0,70.0,0.0,77.0,0.0,3.0,12.0,5.0,60.0,138.113,Pop
1626,,,,,,,,,,,,,,,4.38,Travis Scott,Antidote,True,2015.0,82.0,68.0,51.0,1.0,80.0,1.0,2.0,1.0,12.0,10.0,131.05,Hip Hop
1627,,,,,,,,,,,,,,,3.59,Years & Years,King,False,2015.0,0.0,48.0,85.0,4.0,85.0,0.0,3.0,7.0,43.0,46.0,119.977,Pop
1628,,,,,,,,,,,,,,,3.43,Demi Lovato,Confident,True,2015.0,72.0,53.0,75.0,3.0,74.0,1.0,9.0,0.0,8.0,33.0,130.064,Pop
1629,,,,,,,,,,,,,,,4.51,Lemaitre,Closer,False,2017.0,66.0,51.0,78.0,2.0,85.0,0.0,2.0,0.0,12.0,34.0,91.977,Pop
1630,,,,,,,,,,,,,,,3.82,Selena Gomez,Same Old Love,False,2015.0,78.0,63.0,58.0,11.0,85.0,0.0,1.0,2.0,23.0,43.0,98.02,Pop
1631,,,,,,,,,,,,,,,3.46,Pia Mia,Do It Again,True,2015.0,81.0,68.0,55.0,8.0,72.0,1.0,5.0,3.0,8.0,40.0,95.95,Pop
1632,,,,,,,,,,,,,,,3.2,Flo Rida,My House,False,2015.0,85.0,65.0,70.0,7.0,81.0,0.0,5.0,2.0,13.0,76.0,94.006,Hip Hop
1633,,,,,,,,,,,,,,,3.09,Silentó,Watch Me (Whip / Nae Nae),False,2015.0,0.0,82.0,77.0,8.0,62.0,1.0,22.0,25.0,38.0,100.0,139.982,Hip Hop
1634,,,,,,,,,,,,,,,3.75,Chris Brown,Ayo,True,2015.0,80.0,82.0,55.0,6.0,80.0,1.0,4.0,4.0,8.0,69.0,98.031,Hip Hop
1635,,,,,,,,,,,,,,,3.39,The Strumbellas,Spirits,False,2016.0,80.0,48.0,65.0,0.0,74.0,1.0,1.0,17.0,11.0,81.0,80.529,Rock
1636,,,,,,,,,,,,,,,3.7,Fetty Wap,Trap Queen,True,2015.0,76.0,72.0,88.0,7.0,86.0,1.0,21.0,3.0,40.0,84.0,148.075,Hip Hop
1637,,,,,,,,,,,,,,,3.97,Tove Lo,Talking Body,True,2014.0,74.0,71.0,76.0,4.0,78.0,0.0,2.0,10.0,7.0,8.0,119.999,Pop
1638,,,,,,,,,,,,,,,3.56,Beyoncé,7/11,False,2014.0,78.0,72.0,70.0,9.0,79.0,0.0,20.0,1.0,13.0,56.0,136.024,Pop
1639,,,,,,,,,,,,,,,4.29,Lana Del Rey,High By The Beach,True,2015.0,75.0,45.0,46.0,11.0,49.0,0.0,2.0,26.0,12.0,6.0,131.988,Pop
1640,,,,,,,,,,,,,,,3.56,Zara Larsson,Never Forget You,False,2017.0,82.0,51.0,73.0,11.0,76.0,0.0,4.0,0.0,30.0,26.0,145.992,Pop
1641,,,,,,,,,,,,,,,3.97,Jeremih,oui,False,2015.0,87.0,30.0,72.0,5.0,87.0,1.0,14.0,23.0,11.0,61.0,78.521,Hip Hop
1642,,,,,,,,,,,,,,,4.45,Drake,Hotline Bling,False,2016.0,87.0,91.0,62.0,2.0,65.0,1.0,6.0,0.0,3.0,55.0,134.966,Hip Hop
1643,,,,,,,,,,,,,,,3.63,Selena Gomez,Kill Em With Kindness,False,2015.0,72.0,74.0,89.0,10.0,78.0,0.0,3.0,1.0,9.0,39.0,120.012,Pop
1644,,,,,,,,,,,,,,,4.68,Birdy,Let It All Go,False,2015.0,76.0,26.0,40.0,10.0,61.0,1.0,1.0,86.0,8.0,15.0,107.005,Pop
1645,,,,,,,,,,,,,,,3.28,Fetty Wap,679 (feat. Remy Boyz),True,2015.0,83.0,56.0,71.0,7.0,76.0,1.0,58.0,0.0,73.0,61.0,190.05,Hip Hop
1646,,,,,,,,,,,,,,,3.94,Ariana Grande,Love Me Harder,False,2014.0,83.0,37.0,71.0,1.0,83.0,0.0,2.0,1.0,7.0,22.0,98.992,Pop
1647,,,,,,,,,,,,,,,3.56,The Weeknd,Can't Feel My Face,False,2015.0,89.0,67.0,77.0,9.0,77.0,0.0,4.0,12.0,10.0,59.0,107.949,Pop
1648,,,,,,,,,,,,,,,3.32,SAYGRACE,You Don't Own Me (feat. G-Eazy),False,2015.0,62.0,20.0,65.0,7.0,77.0,1.0,16.0,18.0,4.0,28.0,186.394,Pop
1649,,,,,,,,,,,,,,,3.25,X Ambassadors,Renegades,False,2015.0,84.0,44.0,87.0,2.0,75.0,1.0,13.0,2.0,25.0,53.0,90.052,Hip Hop
1650,,,,,,,,,,,,,,,3.79,R. City,Locked Away (feat. Adam Levine),False,2015.0,87.0,42.0,66.0,1.0,76.0,1.0,9.0,32.0,3.0,55.0,118.413,Pop
1651,,,,,,,,,,,,,,,3.72,Kygo,Stole the Show,False,2016.0,83.0,59.0,62.0,8.0,67.0,0.0,40.0,29.0,36.0,47.0,100.034,Pop
1652,,,,,,,,,,,,,,,3.61,Tame Impala,The Less I Know The Better,True,2015.0,93.0,59.0,74.0,4.0,85.0,1.0,1.0,1.0,17.0,80.0,116.879,Rock
1653,,,,,,,,,,,,,,,3.69,Selena Gomez,Good For You,True,2015.0,0.0,54.0,67.0,5.0,73.0,0.0,8.0,16.0,6.0,19.0,88.928,Pop
1654,,,,,,,,,,,,,,,3.55,Fetty Wap,My Way (feat. Monty),True,2015.0,62.0,72.0,74.0,6.0,90.0,1.0,6.0,0.0,15.0,54.0,128.077,Hip Hop
1655,,,,,,,,,,,,,,,4.03,Hozier,Take Me To Church,False,2014.0,91.0,49.0,65.0,4.0,78.0,0.0,5.0,67.0,11.0,43.0,128.945,Folk
1656,,,,,,,,,,,,,,,3.85,Taylor Swift,Style,False,2014.0,87.0,52.0,79.0,7.0,77.0,1.0,3.0,0.0,12.0,48.0,94.933,Pop
1657,,,,,,,,,,,,,,,3.32,Alessia Cara,Here,False,2015.0,0.0,25.0,80.0,0.0,85.0,1.0,28.0,8.0,7.0,35.0,120.892,Pop
1658,,,,,,,,,,,,,,,4.65,Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",False,2015.0,74.0,10.0,27.0,5.0,64.0,0.0,2.0,81.0,8.0,5.0,81.418,Pop
1659,,,,,,,,,,,,,,,3.22,David Guetta,Bang My Head (feat. Sia & Fetty Wap),False,2015.0,53.0,53.0,88.0,0.0,87.0,1.0,11.0,6.0,10.0,60.0,108.061,Hip Hop
1660,,,,,,,,,,,,,,,3.73,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),True,2015.0,76.0,52.0,65.0,11.0,79.0,0.0,35.0,3.0,12.0,23.0,77.521,Hip Hop
1661,,,,,,,,,,,,,,,4.74,Big Sean,I Don't Fuck With You,True,2015.0,84.0,82.0,73.0,1.0,78.0,1.0,8.0,4.0,37.0,38.0,97.972,Hip Hop
1662,,,,,,,,,,,,,,,4.53,Kygo,Firestone,False,2016.0,85.0,67.0,62.0,11.0,68.0,0.0,4.0,42.0,9.0,40.0,113.927,Pop
1663,,,,,,,,,,,,,,,3.43,Drake,Jumpman,True,2015.0,0.0,86.0,54.0,1.0,67.0,1.0,35.0,5.0,38.0,66.0,142.079,Hip Hop
1664,,,,,,,,,,,,,,,3.96,Petit Biscuit,Sunset Lover,False,2015.0,80.0,77.0,44.0,6.0,57.0,1.0,5.0,77.0,11.0,21.0,90.838,Dance
1665,,,,,,,,,,,,,,,3.45,Shawn Mendes,Stitches,False,2015.0,88.0,72.0,75.0,1.0,71.0,1.0,9.0,2.0,3.0,76.0,149.882,Pop
1666,,,,,,,,,,,,,,,3.74,Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",False,2015.0,75.0,86.0,76.0,9.0,82.0,0.0,23.0,3.0,7.0,80.0,118.004,Hip Hop
1667,,,,,,,,,,,,,,,3.79,Selena Gomez,The Heart Wants What It Wants,False,2014.0,72.0,56.0,79.0,7.0,81.0,0.0,3.0,6.0,14.0,63.0,83.066,Pop
1668,,,,,,,,,,,,,,,4.17,Jack Ü,Where Are Ü Now (with Justin Bieber),False,2015.0,83.0,32.0,78.0,4.0,85.0,0.0,7.0,4.0,7.0,17.0,139.432,Pop
1669,,,,,,,,,,,,,,,3.56,Ellie Goulding,On My Mind,False,2015.0,0.0,66.0,68.0,2.0,72.0,0.0,6.0,28.0,8.0,76.0,154.943,Pop
1670,,,,,,,,,,,,,,,3.3,Bryson Tiller,Don't,True,2015.0,88.0,75.0,32.0,11.0,77.0,0.0,34.0,24.0,9.0,16.0,96.991,Hip Hop
1671,,,,,,,,,,,,,,,2.94,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",True,2015.0,1.0,63.0,60.0,6.0,67.0,0.0,5.0,4.0,38.0,91.0,163.993,Hip Hop
1672,,,,,,,,,,,,,,,3.51,Joel Adams,Please Don't Go,False,2015.0,80.0,42.0,77.0,4.0,81.0,0.0,7.0,1.0,33.0,21.0,84.264,R&B
1673,,,,,,,,,,,,,,,3.98,Zedd,I Want You To Know,False,2015.0,0.0,49.0,88.0,9.0,94.0,0.0,8.0,1.0,31.0,36.0,130.003,Hip Hop
1674,,,,,,,,,,,,,,,3.54,Jonas Blue,Fast Car,False,2015.0,75.0,59.0,55.0,9.0,70.0,1.0,6.0,51.0,33.0,53.0,113.945,Pop
1675,,,,,,,,,,,,,,,3.64,BØRNS,Electric Love,False,2015.0,0.0,25.0,86.0,6.0,72.0,0.0,13.0,0.0,28.0,61.0,120.063,Rock
1676,,,,,,,,,,,,,,,3.83,Sigala,Easy Love,False,2018.0,74.0,64.0,95.0,9.0,84.0,1.0,8.0,19.0,11.0,66.0,123.976,Pop
1677,,,,,,,,,,,,,,,3.35,Justin Bieber,Sorry,False,2015.0,90.0,60.0,76.0,0.0,87.0,0.0,4.0,8.0,33.0,40.0,99.945,Pop
1678,,,,,,,,,,,,,,,3.29,Ariana Grande,One Last Time,False,2014.0,89.0,57.0,58.0,8.0,80.0,1.0,2.0,10.0,9.0,7.0,125.026,Pop
1679,,,,,,,,,,,,,,,3.53,Little Mix,Black Magic,False,2015.0,1.0,76.0,90.0,4.0,83.0,1.0,8.0,4.0,36.0,87.0,111.987,Pop
1680,,,,,,,,,,,,,,,3.84,One Direction,Perfect,False,2015.0,87.0,60.0,83.0,2.0,79.0,1.0,10.0,6.0,12.0,39.0,99.933,Pop
1681,,,,,,,,,,,,,,,4.26,Years & Years,Shine,False,2015.0,62.0,62.0,71.0,1.0,79.0,0.0,2.0,20.0,10.0,49.0,108.002,Pop
1682,,,,,,,,,,,,,,,3.04,Meghan Trainor,Lips Are Movin,False,2015.0,79.0,76.0,83.0,7.0,78.0,1.0,5.0,5.0,11.0,98.0,139.091,Pop
1683,,,,,,,,,,,,,,,3.44,Nicky Jam,El Perdón - Forgiveness,False,2017.0,57.0,71.0,71.0,8.0,86.0,1.0,2.0,27.0,8.0,67.0,90.013,Latin
1684,,,,,,,,,,,,,,,3.84,The Weeknd,Starboy,True,2016.0,0.0,64.0,58.0,7.0,70.0,1.0,51.0,17.0,14.0,54.0,186.054,Pop
1685,,,,,,,,,,,,,,,2.9,Drake,One Dance,False,2016.0,94.0,78.0,61.0,1.0,77.0,1.0,6.0,1.0,37.0,36.0,103.967,Hip Hop
1686,,,,,,,,,,,,,,,3.9,Justin Bieber,Love Yourself,False,2015.0,0.0,55.0,35.0,4.0,55.0,1.0,82.0,88.0,31.0,51.0,100.418,Pop
1687,,,,,,,,,,,,,,,4.08,The Chainsmokers,Closer,False,2016.0,93.0,72.0,50.0,8.0,77.0,1.0,2.0,44.0,11.0,67.0,95.01,Pop
1688,,,,,,,,,,,,,,,4.93,Adele,Hello,False,2015.0,1.0,37.0,40.0,5.0,74.0,0.0,2.0,35.0,8.0,27.0,157.98,Pop
1689,,,,,,,,,,,,,,,4.11,Desiigner,Panda,True,2016.0,79.0,51.0,76.0,10.0,80.0,0.0,84.0,3.0,41.0,21.0,144.833,Hip Hop
1690,,,,,,,,,,,,,,,4.03,Burak Yeter,Tuesday (feat. Danelle Sandoval),False,2016.0,81.0,84.0,63.0,9.0,75.0,0.0,9.0,2.0,4.0,69.0,99.002,Dance
1691,,,,,,,,,,,,,,,3.75,Sia,Cheap Thrills (feat. Sean Paul),False,2016.0,75.0,53.0,80.0,6.0,80.0,0.0,38.0,6.0,7.0,74.0,89.972,Pop
1692,,,,,,,,,,,,,,,2.83,OneRepublic,Wherever I Go,False,2016.0,79.0,47.0,68.0,10.0,73.0,0.0,4.0,10.0,30.0,34.0,99.961,Pop
1693,,,,,,,,,,,,,,,3.66,Rihanna,Work,True,2016.0,84.0,70.0,52.0,11.0,74.0,1.0,14.0,8.0,8.0,56.0,91.974,Hip Hop
1694,,,,,,,,,,,,,,,4.3,Coldplay,Hymn for the Weekend,False,2015.0,92.0,40.0,69.0,0.0,72.0,0.0,3.0,22.0,37.0,40.0,90.027,Rock
1695,,,,,,,,,,,,,,,3.35,Justin Bieber,Sorry,False,2015.0,90.0,60.0,76.0,0.0,87.0,0.0,4.0,8.0,33.0,40.0,99.945,Pop
1696,,,,,,,,,,,,,,,3.93,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",False,2016.0,85.0,62.0,83.0,0.0,76.0,1.0,10.0,1.0,20.0,72.0,113.03,Pop
1697,,,,,,,,,,,,,,,3.28,WILLOW,Wait a Minute!,False,2015.0,97.0,74.0,70.0,3.0,79.0,0.0,1.0,4.0,9.0,68.0,101.003,Pop
1698,,,,,,,,,,,,,,,4.0,Desiigner,Tiimmy Turner,True,2016.0,75.0,54.0,72.0,6.0,90.0,1.0,3.0,18.0,7.0,29.0,122.803,Hip Hop
1699,,,,,,,,,,,,,,,4.19,G-Eazy,"Me, Myself & I",True,2015.0,87.0,73.0,67.0,0.0,72.0,0.0,14.0,2.0,16.0,38.0,111.995,Hip Hop
1700,,,,,,,,,,,,,,,3.45,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),False,2016.0,76.0,24.0,92.0,9.0,88.0,0.0,5.0,0.0,8.0,35.0,110.169,Hip Hop
1701,,,,,,,,,,,,,,,3.48,Astrid S,Hurts So Good,False,2016.0,0.0,63.0,57.0,7.0,80.0,0.0,5.0,9.0,9.0,37.0,120.036,Rock
1702,,,,,,,,,,,,,,,4.06,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",True,2016.0,84.0,41.0,79.0,9.0,83.0,0.0,58.0,27.0,76.0,76.0,169.021,Hip Hop
1703,,,,,,,,,,,,,,,3.27,Twenty One Pilots,Heathens,False,2016.0,90.0,70.0,37.0,4.0,58.0,0.0,1.0,9.0,10.0,55.0,90.024,Rock
1704,,,,,,,,,,,,,,,5.23,Future,Low Life (feat. The Weeknd),True,2016.0,83.0,69.0,30.0,8.0,66.0,1.0,10.0,36.0,15.0,7.0,143.961,Hip Hop
1705,,,,,,,,,,,,,,,3.15,Galantis,No Money,False,2016.0,75.0,63.0,93.0,6.0,85.0,0.0,3.0,3.0,26.0,82.0,126.01,Pop
1706,,,,,,,,,,,,,,,3.47,The Chainsmokers,Don't Let Me Down,False,2016.0,89.0,45.0,88.0,11.0,80.0,1.0,29.0,17.0,14.0,41.0,159.803,Pop
1707,,,,,,,,,,,,,,,3.27,Tinie Tempah,Girls Like (feat. Zara Larsson),True,2016.0,70.0,94.0,81.0,0.0,88.0,1.0,5.0,39.0,7.0,54.0,120.028,Hip Hop
1708,,,,,,,,,,,,,,,3.21,Alok,Hear Me Now,False,2016.0,57.0,78.0,40.0,11.0,66.0,1.0,4.0,57.0,9.0,46.0,121.996,Pop
1709,,,,,,,,,,,,,,,3.63,Jon Bellion,All Time Low,True,2016.0,79.0,56.0,55.0,0.0,84.0,1.0,12.0,6.0,9.0,50.0,90.246,Hip Hop
1710,,,,,,,,,,,,,,,3.81,Cheat Codes,Sex,False,2016.0,0.0,42.0,68.0,0.0,76.0,1.0,29.0,0.0,14.0,18.0,102.42,Pop
1711,,,,,,,,,,,,,,,3.56,Meghan Trainor,NO,False,2017.0,78.0,48.0,80.0,1.0,87.0,0.0,37.0,1.0,86.0,67.0,92.134,Pop
1712,,,,,,,,,,,,,,,3.13,Dua Lipa,Hotter Than Hell,False,2017.0,73.0,45.0,87.0,3.0,84.0,0.0,13.0,1.0,4.0,53.0,110.127,Pop
1713,,,,,,,,,,,,,,,3.26,Martin Garrix,In the Name of Love,False,2016.0,85.0,41.0,50.0,4.0,75.0,0.0,3.0,12.0,52.0,14.0,133.99,Pop
1714,,,,,,,,,,,,,,,3.54,Alan Walker,Faded,False,2018.0,88.0,37.0,62.0,6.0,80.0,1.0,5.0,3.0,11.0,13.0,179.642,Dance
1715,,,,,,,,,,,,,,,3.3,Tove Lo,Cool Girl,True,2016.0,0.0,63.0,70.0,9.0,70.0,0.0,17.0,36.0,13.0,21.0,101.983,Pop
1716,,,,,,,,,,,,,,,3.43,DJ Snake,Let Me Love You,False,2016.0,91.0,60.0,71.0,8.0,78.0,1.0,2.0,9.0,14.0,13.0,99.988,Hip Hop
1717,,,,,,,,,,,,,,,3.7,Calvin Harris,This Is What You Came For (feat. Rihanna),False,2016.0,89.0,58.0,94.0,9.0,91.0,0.0,2.0,21.0,15.0,46.0,123.962,Hip Hop
1718,,,,,,,,,,,,,,,3.3,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,True,2016.0,87.0,62.0,71.0,7.0,72.0,0.0,17.0,4.0,8.0,72.0,101.969,Hip Hop
1719,,,,,,,,,,,,,,,4.0,Kevin Gates,2 Phones,True,2016.0,78.0,91.0,67.0,7.0,79.0,0.0,66.0,17.0,20.0,56.0,121.918,Hip Hop
1720,,,,,,,,,,,,,,,3.19,Rihanna,Needed Me,True,2016.0,90.0,63.0,28.0,5.0,64.0,0.0,44.0,12.0,7.0,28.0,110.898,Hip Hop
1721,,,,,,,,,,,,,,,3.77,Ariana Grande,Side To Side,True,2016.0,0.0,60.0,73.0,6.0,75.0,0.0,44.0,4.0,33.0,61.0,159.145,Pop
1722,,,,,,,,,,,,,,,4.56,Marshmello,Alone,False,2016.0,80.0,58.0,97.0,2.0,87.0,1.0,2.0,3.0,10.0,41.0,141.99,Pop
1723,,,,,,,,,,,,,,,3.73,Shawn Mendes,I Know What You Did Last Summer,False,2015.0,82.0,65.0,76.0,9.0,82.0,0.0,13.0,11.0,15.0,76.0,113.939,Pop
1724,,,,,,,,,,,,,,,3.82,Selena Gomez,Same Old Love,False,2015.0,78.0,63.0,58.0,11.0,85.0,0.0,1.0,2.0,23.0,43.0,98.02,Pop
1725,,,,,,,,,,,,,,,3.65,Calvin Harris,My Way,False,2016.0,83.0,81.0,92.0,4.0,90.0,0.0,4.0,10.0,17.0,54.0,119.986,Hip Hop
1726,,,,,,,,,,,,,,,3.22,Fitz and The Tantrums,HandClap,False,2016.0,72.0,58.0,84.0,8.0,90.0,1.0,4.0,1.0,7.0,73.0,139.956,Pop
1727,,,,,,,,,,,,,,,3.58,Twenty One Pilots,Ride,False,2015.0,90.0,59.0,71.0,6.0,78.0,1.0,3.0,1.0,11.0,57.0,74.989,Rock
1728,,,,,,,,,,,,,,,3.2,Flo Rida,My House,False,2015.0,85.0,65.0,70.0,7.0,81.0,0.0,5.0,2.0,13.0,76.0,94.006,Hip Hop
1729,,,,,,,,,,,,,,,3.93,Ariana Grande,Dangerous Woman,False,2016.0,0.0,63.0,59.0,7.0,78.0,1.0,3.0,6.0,40.0,28.0,134.052,Pop
1730,,,,,,,,,,,,,,,3.43,Anne-Marie,Alarm,True,2016.0,64.0,73.0,57.0,0.0,80.0,1.0,41.0,9.0,19.0,83.0,146.928,Pop
1731,,,,,,,,,,,,,,,3.63,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),False,2016.0,89.0,70.0,55.0,1.0,64.0,0.0,22.0,66.0,19.0,34.0,100.017,Pop
1732,,,,,,,,,,,,,,,3.49,AlunaGeorge,I'm In Control,False,2016.0,0.0,71.0,85.0,11.0,87.0,0.0,2.0,38.0,16.0,68.0,104.013,Pop
1733,,,,,,,,,,,,,,,3.33,Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),False,2016.0,76.0,68.0,92.0,8.0,89.0,0.0,16.0,9.0,14.0,90.0,91.03,Pop
1734,,,,,,,,,,,,,,,3.56,MNEK,Never Forget You,False,2015.0,51.0,51.0,73.0,11.0,76.0,0.0,4.0,0.0,30.0,26.0,145.992,Dance
1735,,,,,,,,,,,,,,,3.06,Mike Perry,The Ocean (feat. Shy Martin),False,2016.0,79.0,58.0,56.0,5.0,72.0,1.0,1.0,2.0,10.0,16.0,90.037,Pop
1736,,,,,,,,,,,,,,,4.45,Drake,Hotline Bling,False,2016.0,0.0,92.0,61.0,2.0,64.0,1.0,7.0,0.0,3.0,54.0,134.96,Hip Hop
1737,,,,,,,,,,,,,,,4.07,Ariana Grande,Into You,False,2016.0,3.0,57.0,73.0,9.0,75.0,1.0,17.0,2.0,15.0,36.0,107.853,Pop
1738,,,,,,,,,,,,,,,3.13,Shawn Mendes,Treat You Better,False,2017.0,92.0,34.0,82.0,10.0,85.0,0.0,63.0,11.0,10.0,76.0,82.695,Pop
1739,,,,,,,,,,,,,,,3.96,Tory Lanez,Say It,True,2016.0,82.0,47.0,51.0,11.0,52.0,0.0,7.0,9.0,12.0,23.0,107.331,Hip Hop
1740,,,,,,,,,,,,,,,4.4,Coldplay,Adventure of a Lifetime,False,2015.0,85.0,58.0,93.0,7.0,86.0,1.0,3.0,0.0,15.0,53.0,111.995,Rock
1741,,,,,,,,,,,,,,,3.26,Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,False,2016.0,0.0,78.0,70.0,0.0,82.0,0.0,3.0,9.0,28.0,50.0,121.969,Pop
1742,,,,,,,,,,,,,,,3.36,SAYGRACE,You Don't Own Me (feat. G-Eazy),False,2016.0,78.0,19.0,62.0,7.0,77.0,1.0,13.0,17.0,5.0,24.0,186.249,Pop
1743,,,,,,,,,,,,,,,3.25,X Ambassadors,Renegades,False,2015.0,84.0,44.0,87.0,2.0,75.0,1.0,13.0,2.0,25.0,53.0,90.052,Hip Hop
1744,,,,,,,,,,,,,,,3.65,DNCE,Cake By The Ocean,True,2016.0,89.0,76.0,75.0,4.0,78.0,0.0,6.0,16.0,2.0,92.0,119.002,Pop
1745,,,,,,,,,,,,,,,3.61,99 Souls,The Girl Is Mine,False,2016.0,62.0,64.0,95.0,9.0,87.0,1.0,3.0,0.0,2.0,72.0,118.991,Dance
